Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx.2.5,BbAv.2.5,BbMx.2.5.1,BbAv.2.5.1,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
E3,05/08/17,Stevenage,Newport County,3,3,D,1,0,H,M Coy,10,19,4,9,13,13,2,7,0,0,0,0,2.15,3.4,3.7,2,3.4,3.6,2.05,3.2,3.25,2.1,3.2,3.3,2.18,3.51,3.56,2.1,3.3,3.6,2.15,3.4,3.5,39,2.2,2.1,3.51,3.31,3.7,3.43,38,2.06,1.96,1.89,1.81,14,-0.5,2.2,2.12,1.8,1.75,2.39,3.46,3.15
E3,05/08/17,Wycombe,Lincoln,2,2,D,2,1,H,G Horwood,7,5,3,3,13,17,2,2,2,3,0,0,2.4,3.5,3.1,2.25,3.4,3,2.3,3.15,2.8,2.37,3.1,2.9,2.43,3.45,3.09,2.3,3.1,3,2.4,3.3,3,40,2.5,2.38,3.5,3.25,3.1,2.93,39,2.14,2.05,1.83,1.74,16,-0.25,2.11,2.07,1.83,1.79,2.69,3.26,2.89
E3,12/08/17,Barnet,Luton,1,0,H,0,0,D,K Johnson,7,9,3,3,10,13,4,7,2,1,0,0,3.4,3.4,2.3,3.3,3.3,2.15,3,3.15,2.15,3,3.3,2.3,3.31,3.45,2.31,3.4,3.3,2.15,3.13,3.4,2.38,41,3.4,3.16,3.55,3.3,2.38,2.25,40,1.99,1.91,1.96,1.86,16,0.25,1.95,1.89,2.01,1.95,3.62,3.73,2.08
E3,12/08/17,Cambridge,Carlisle,1,2,A,1,2,A,T Nield,8,10,2,7,9,10,3,2,1,1,0,0,2.2,3.5,3.5,2.15,3.4,3.25,2.1,3.2,3.15,2.15,3.3,3.3,2.22,3.47,3.49,2.2,3.4,3.25,2.25,3.5,3.25,41,2.25,2.19,3.55,3.33,3.5,3.26,40,1.97,1.87,1.99,1.91,19,-0.25,1.96,1.9,2,1.94,2.22,3.56,3.4
E3,12/08/17,Cheltenham,Crawley Town,1,0,H,1,0,H,S Oldham,14,13,5,6,12,12,8,7,0,1,0,0,2.05,3.5,4,2,3.3,3.8,1.95,3.2,3.5,2.05,3.25,3.7,2.04,3.47,4.05,2.05,3.2,3.8,2.1,3.5,3.6,41,2.1,2.02,3.5,3.32,4.05,3.71,40,2.12,2.02,1.83,1.76,19,-0.5,2.09,2.02,1.88,1.83,2.08,3.57,3.78
E3,12/08/17,Colchester,Stevenage,1,1,D,0,0,D,A Coggins,10,17,2,5,12,16,6,9,0,0,0,0,2.4,3.5,3.1,2.25,3.5,2.95,2.25,3.15,2.85,2.35,3.3,3,2.41,3.45,3.12,2.4,3.1,3.1,2.4,3.5,3,41,2.41,2.35,3.5,3.28,3.13,3,40,1.96,1.87,1.98,1.9,19,-0.25,2.08,2.02,1.86,1.83,2.35,3.47,3.21
E3,12/08/17,Crewe,Newport County,1,1,D,1,1,D,E Ilderton,11,23,3,10,4,8,4,13,0,2,1,0,2.38,3.4,3.2,2.3,3.4,2.95,2.2,3.15,2.95,2.25,3.3,3.1,2.31,3.48,3.27,2.3,3.2,3.2,2.3,3.4,3.2,40,2.5,2.29,3.48,3.27,3.3,3.08,39,2.01,1.94,1.94,1.84,18,-0.25,2.04,1.98,1.92,1.87,2.76,3.56,2.62
E3,12/08/17,Grimsby,Coventry,0,2,A,0,0,D,R Clark,6,12,0,4,14,12,1,6,1,1,1,0,2.88,3.3,2.7,2.55,3.25,2.7,2.65,3.05,2.5,2.75,3.2,2.6,2.89,3.33,2.65,2.7,3.1,2.7,2.8,3.3,2.63,41,2.89,2.75,3.33,3.17,2.7,2.6,40,2.14,2.05,1.8,1.74,18,0,2.03,1.98,1.9,1.86,2.71,3.45,2.73
E3,12/08/17,Lincoln,Morecambe,1,1,D,0,0,D,G Ward,26,10,10,4,9,12,8,6,0,0,0,0,1.62,4.5,5.5,1.57,4.1,5.25,1.55,3.8,4.85,1.61,3.8,5.5,1.65,4.1,5.72,1.62,4.2,5,1.65,4.2,5.25,41,1.7,1.61,4.5,3.95,5.72,5.24,40,1.91,1.83,2.03,1.94,15,-1,2.16,2.1,1.8,1.77,1.83,4.11,4.27
E3,12/08/17,Mansfield,Forest Green,2,0,H,0,0,D,C Boyeson,17,6,8,2,17,16,6,3,1,6,0,0,1.8,3.75,5,1.8,3.4,4.6,1.7,3.4,4.3,1.83,3.5,4.33,1.78,3.77,5.08,1.83,3.4,4.5,1.8,3.75,4.6,41,1.85,1.79,3.77,3.53,5.08,4.5,40,2.06,1.98,1.88,1.8,19,-0.75,2.06,2.02,1.88,1.83,1.76,3.76,5.25
E3,12/08/17,Notts County,Chesterfield,2,0,H,0,0,D,A Haines,13,6,9,3,6,16,8,0,1,4,0,1,2.1,3.6,3.75,2,3.4,3.6,2,3.25,3.35,2.05,3.3,3.5,2.2,3.49,3.52,2.1,3.4,3.5,2.1,3.6,3.5,41,2.21,2.08,3.6,3.36,3.75,3.48,40,2.03,1.96,1.92,1.81,16,-0.5,2.17,2.08,1.82,1.78,2.35,3.65,3.07
E3,12/08/17,Port Vale,Wycombe,2,3,A,0,3,A,C Hicks,7,14,3,10,21,14,4,3,1,1,0,0,2.5,3.4,3,2.45,3.25,2.8,2.4,3.05,2.75,2.5,3.1,2.9,2.53,3.29,3.07,2.5,3.1,3,2.6,3.4,2.8,41,2.6,2.48,3.4,3.17,3.07,2.87,39,2.22,2.12,1.77,1.69,18,-0.25,2.23,2.16,1.77,1.72,2.63,3.27,2.95
E3,12/08/17,Swindon,Exeter,1,1,D,0,1,A,D Drysdale,10,14,5,6,12,21,2,14,1,2,0,0,2.6,3.4,2.88,2.35,3.3,2.95,2.35,3.15,2.7,2.4,3.3,2.87,2.53,3.41,2.97,2.5,3.1,3,2.45,3.5,2.9,41,2.6,2.45,3.5,3.26,3,2.85,40,1.98,1.9,1.96,1.87,16,-0.25,2.17,2.11,1.8,1.77,2.93,3.61,2.46
E3,12/08/17,Yeovil,Accrington,3,2,H,3,1,H,C Sarginson,10,11,7,7,17,11,1,9,1,2,0,0,3.4,3.6,2.2,3.3,3.3,2.15,3.15,3.2,2.1,3.3,3.25,2.2,3.41,3.45,2.26,3.25,3.4,2.2,3.4,3.4,2.25,41,3.45,3.3,3.6,3.3,2.26,2.18,40,2.11,2.01,1.85,1.77,19,0.25,2.02,1.96,1.95,1.88,3.31,3.47,2.3
